Date,TSLA,AAPL,GOOG,MSFT
2020-01-02,28.68400001525879,72.62083435058594,67.96450805664062,153.04229736328125
2020-01-03,29.534000396728516,71.9148178100586,67.63098907470703,151.1366424560547
2020-01-06,30.1026668548584,72.48785400390625,69.298583984375,151.52731323242188
2020-01-07,31.270666122436523,72.14693450927734,69.25534057617188,150.14573669433594
2020-01-08,32.80933380126953,73.30751037597656,69.80109405517578,152.5373077392578
2020-01-09,32.089332580566406,74.86463165283203,70.57201385498047,154.44293212890625
2020-01-10,31.876667022705078,75.03388977050781,71.0640869140625,153.72836303710938
2020-01-13,34.990665435791016,76.63692474365234,71.5362777709961,155.57681274414062
2020-01-14,35.861331939697266,75.6020736694336,71.12124633789062,154.48106384277344
2020-01-15,34.56666564941406,75.278076171875,71.53478240966797,155.48155212402344
2020-01-16,34.232666015625,76.2210693359375,72.15608978271484,158.33047485351562
2020-01-17,34.03333282470703,77.06488800048828,73.58211517333984,159.21658325195312
2020-01-21,36.47999954223633,76.5426254272461,73.78143310546875,158.64488220214844
2020-01-22,37.97066879272461,76.81587219238281,73.85846710205078,157.88267517089844
2020-01-23,38.14666748046875,77.185791015625,73.89325714111328,158.85452270507812
2020-01-24,37.654666900634766,76.96333312988281,72.90216064453125,157.25381469726562
2020-01-27,37.201332092285156,74.7002182006836,71.27134704589844,154.62399291992188
2020-01-28,37.793331146240234,76.81341552734375,72.1988296508789,157.65396118164062
2020-01-29,38.732666015625,78.42131805419922,72.50054931640625,160.11224365234375
2020-01-30,42.72066879272461,78.30767822265625,72.36186218261719,164.62863159179688
2020-01-31,43.371334075927734,74.83563232421875,71.28775787353516,162.19891357421875
2020-02-03,52.0,74.6301040649414,73.85797882080078,166.15313720703125
2020-02-04,59.137332916259766,77.09390258789062,71.92596435546875,171.622314453125
2020-02-05,48.97999954223633,77.72257232666016,71.9836196899414,171.4126739501953
2020-02-06,49.930667877197266,78.63167572021484,73.3753433227539,174.96670532226562
2020-02-07,49.871334075927734,77.56285095214844,73.52445983886719,175.21446228027344
2020-02-10,51.41866683959961,77.93123626708984,74.98825073242188,179.79757690429688
2020-02-11,51.62533187866211,77.4610824584961,74.99372100830078,175.73851013183594
2020-02-12,51.15266799926758,79.30059051513672,75.46492004394531,175.9958038330078
2020-02-13,53.599998474121094,78.73588562011719,75.28549194335938,175.04298400878906
2020-02-14,53.33533477783203,78.75528717041016,75.58769226074219,176.60560607910156
2020-02-18,57.22666549682617,77.31321716308594,75.53451538085938,178.39688110351562
2020-02-19,61.16133117675781,78.43295288085938,75.8834457397461,178.93194580078125
2020-02-20,59.96066665649414,77.62828826904297,75.4589614868164,176.1994171142578
2020-02-21,60.06666564941406,75.87117004394531,73.81671905517578,170.62928771972656
2020-02-24,55.58599853515625,72.26725769042969,70.65949249267578,163.27252197265625
2020-02-25,53.32733154296875,69.81941223144531,69.01229095458984,160.5782470703125
2020-02-26,51.91999816894531,70.92699432373047,69.24738311767578,162.5846405029297
2020-02-27,45.266666412353516,66.2906494140625,65.51506805419922,151.12905883789062
2020-02-28,44.53266525268555,66.25186157226562,66.57078552246094,154.78834533691406
2020-03-02,49.574668884277344,72.4199447631836,69.04508972167969,165.08782958984375
2020-03-03,49.70066833496094,70.11995697021484,66.67318725585938,157.1769561767578
2020-03-04,49.96666717529297,73.3724365234375,68.91634368896484,162.94766235351562
2020-03-05,48.30266571044922,70.992431640625,65.56229400634766,158.85845947265625
2020-03-06,46.89866638183594,70.0496597290039,64.53688049316406,154.367919921875
2020-03-09,40.53333282470703,64.50928497314453,60.418861389160156,143.9060516357422
2020-03-10,43.02199935913086,69.15534210205078,63.64120864868164,153.7469482421875
2020-03-11,42.28200149536133,66.75355529785156,60.41140365600586,146.78192138671875
2020-03-12,37.369998931884766,60.16132354736328,55.416099548339844,132.8613739013672
2020-03-13,36.44133377075195,67.36914825439453,60.626129150390625,151.7500762939453
2020-03-16,29.67133331298828,58.70231246948242,53.8961296081543,129.3835906982422
2020-03-17,28.68000030517578,61.283451080322266,55.65915298461914,140.0365753173828
2020-03-18,24.08133316040039,59.783241271972656,54.51594924926758,134.14158630371094
2020-03-19,28.50933265686035,59.3251838684082,55.43498229980469,136.3486328125
2020-03-20,28.50200080871582,55.55888748168945,53.2991828918457,131.2276153564453
2020-03-23,28.952667236328125,54.37858963012695,52.518821716308594,129.91860961914062
2020-03-24,33.66666793823242,59.834136962890625,56.387821197509766,141.72769165039062
2020-03-25,35.95000076293945,59.504520416259766,54.79876708984375,140.37100219726562
2020-03-26,35.21066665649414,62.635833740234375,57.744258880615234,149.15130615234375
2020-03-27,34.29066848754883,60.04256820678711,55.20733642578125,143.02706909179688
2020-03-30,33.47533416748047,61.756065368652344,57.002166748046875,153.08767700195312
2020-03-31,34.93333435058594,61.63002395629883,57.79694747924805,150.6800537109375
2020-04-01,32.104000091552734,58.38723373413086,54.954341888427734,145.3296356201172
2020-04-02,30.29800033569336,59.36153030395508,55.71084976196289,148.3392333984375
2020-04-03,32.000667572021484,58.508419036865234,54.56962966918945,146.9730224609375
2020-04-06,34.41600036621094,63.61254119873047,58.99532699584961,157.90304565429688
2020-04-07,36.36333465576172,62.87576675415039,58.974945068359375,156.20237731933594
2020-04-08,36.589332580566406,64.48504638671875,60.15642166137695,157.76927185058594
2020-04-09,38.20000076293945,64.95039367675781,60.21457290649414,157.77883911132812
2020-04-13,43.39666748046875,66.22520446777344,60.51826477050781,158.13232421875
2020-04-14,47.32600021362305,69.56977844238281,63.08650207519531,165.957275390625
2020-04-15,48.65533447265625,68.93478393554688,62.7504997253418,164.2183837890625
2020-04-16,49.680667877197266,69.4825439453125,62.80021286010742,169.1483917236328
2020-04-17,50.259334564208984,68.53975677490234,63.783363342285156,170.6388702392578
2020-04-20,49.75733184814453,67.1170883178711,62.95627975463867,167.2566375732422
2020-04-21,45.781333923339844,65.04244995117188,60.4576301574707,160.33932495117188
2020-04-22,48.807334899902344,66.91592407226562,62.78728103637695,165.7853240966797
2020-04-23,47.04199981689453,66.65660095214844,63.438411712646484,163.77886962890625
2020-04-24,48.34333419799805,68.58094787597656,63.5875244140625,166.76939392089844
2020-04-27,53.25,68.62942504882812,63.41703796386719,166.29168701171875
2020-04-28,51.27466583251953,67.51698303222656,61.319007873535156,162.24066162109375
2020-04-29,53.367332458496094,69.7345962524414,66.67764282226562,169.52102661132812
2020-04-30,52.12533187866211,71.20570373535156,67.03453826904297,171.2216796875
2020-05-01,46.75466537475586,70.0593490600586,65.64031982421875,166.78848266601562
2020-05-04,50.74599838256836,71.05062103271484,65.94798278808594,170.8681640625
2020-05-05,51.2140007019043,72.11698913574219,67.15631103515625,172.7025909423828
2020-05-06,52.172000885009766,72.86103820800781,66.96692657470703,174.40321350097656
2020-05-07,52.00266647338867,73.61479187011719,68.22248077392578,175.41598510742188
2020-05-08,54.62799835205078,75.36693572998047,69.00830078125,176.4478302001953
2020-05-11,54.08599853515625,76.55288696289062,69.7484130859375,178.41600036621094
2020-05-12,53.96066665649414,75.67800903320312,68.38053894042969,174.3745574951172
2020-05-13,52.73066711425781,74.76427459716797,67.06784057617188,171.73757934570312
2020-05-14,53.55533218383789,75.22356414794922,67.40583801269531,172.4828338623047
2020-05-15,53.27799987792969,74.77883911132812,68.25379180908203,174.99562072753906
2020-05-18,54.242000579833984,76.54071044921875,68.7881088256836,176.66758728027344
2020-05-19,53.867332458496094,76.09844970703125,68.2684555053711,175.44461059570312
2020-05-20,54.37066650390625,77.57840728759766,69.92037963867188,177.87820434570312
2020-05-21,55.17333221435547,77.00003051757812,69.72553253173828,175.7416534423828
2020-05-22,54.45866775512695,77.49577331542969,70.10429382324219,175.81826782226562
2020-05-26,54.591331481933594,76.97086334228516,70.43234252929688,173.95960998535156
2020-05-27,54.68199920654297,77.30622863769531,70.47309875488281,174.18954467773438
2020-05-28,53.72066879272461,77.34022521972656,70.41793060302734,173.79672241210938
2020-05-29,55.66666793823242,77.2649154663086,71.02381896972656,175.56918334960938
2020-06-01,59.87333297729492,78.21509552001953,71.16796875,175.1667938232422
2020-06-02,58.770668029785156,78.57718658447266,71.53578186035156,177.1596221923828
2020-06-03,58.86399841308594,79.00978088378906,71.39462280273438,177.59071350097656
2020-06-04,57.62533187866211,78.3293228149414,70.19178009033203,175.25303649902344
2020-06-05,59.04399871826172,80.56023406982422,71.4945297241211,179.3536376953125
2020-06-08,63.327999114990234,81.03652954101562,71.9030990600586,180.4650115966797
2020-06-09,62.711334228515625,83.59550476074219,72.37777709960938,181.84461975097656
2020-06-10,68.336669921875,85.74620819091797,72.85941314697266,188.58958435058594
2020-06-11,64.85600280761719,81.62947845458984,69.77722930908203,178.4626007080078
2020-06-12,62.35200119018555,82.33423614501953,70.24147033691406,179.87098693847656
2020-06-15,66.05999755859375,83.35250091552734,70.57300567626953,181.0207061767578
2020-06-16,65.47533416748047,85.5615005493164,71.70975494384766,185.45663452148438
2020-06-17,66.11933135986328,85.44243621826172,72.12727355957031,186.09857177734375
2020-06-18,66.9306640625,85.4764633178711,71.37374114990234,188.09140014648438
2020-06-19,66.72666931152344,84.9880142211914,71.16300201416016,186.97044372558594
2020-06-22,66.28800201416016,87.21160888671875,72.16404724121094,192.16326904296875
2020-06-23,66.78533172607422,89.07311248779297,72.78783416748047,193.44708251953125
2020-06-24,64.0566635131836,87.50080108642578,71.17542266845703,189.54766845703125
2020-06-25,65.73200225830078,88.66243743896484,71.64065551757812,191.94287109375
2020-06-26,63.982666015625,85.9382095336914,67.59322357177734,188.10096740722656
2020-06-29,67.29000091552734,87.91879272460938,69.33634185791016,190.12249755859375
2020-06-30,71.98733520507812,88.65270233154297,70.2628402709961,194.98001098632812
2020-07-01,74.64199829101562,88.48503112792969,71.47712707519531,196.1201171875
2020-07-02,80.57733154296875,88.48503112792969,72.80225372314453,197.61474609375
2020-07-06,91.43866729736328,90.85201263427734,74.34310150146484,201.86866760253906
2020-07-07,92.65733337402344,90.5700912475586,73.82020568847656,199.52133178710938
2020-07-08,91.05867004394531,92.67948913574219,74.3580093383789,203.9093780517578
2020-07-09,92.9520034790039,93.07804107666016,75.10307312011719,205.33692932128906
2020-07-10,102.97666931152344,93.24085235595703,76.63148498535156,204.71414184570312
2020-07-13,99.80400085449219,92.81073760986328,75.12047576904297,198.3908233642578
2020-07-14,101.12000274658203,94.3465805053711,75.57974243164062,199.61715698242188
2020-07-15,103.06732940673828,94.99544525146484,75.23478698730469,199.3201141357422
2020-07-16,100.04266357421875,93.82653045654297,75.45149993896484,195.37278747558594
2020-07-17,100.05599975585938,93.63700103759766,75.32971954345703,194.3764190673828
2020-07-20,109.53333282470703,95.61029052734375,77.82341003417969,202.73094177246094
2020-07-21,104.55733489990234,94.29070281982422,77.46055603027344,200.00039672851562
2020-07-22,106.15533447265625,94.55558776855469,77.96109008789062,202.87466430664062
2020-07-23,100.87133026123047,90.25176239013672,75.33618927001953,194.05068969726562
2020-07-24,94.46666717529297,90.0281753540039,75.14682006835938,192.86260986328125
2020-07-27,102.63999938964844,92.161865234375,76.05790710449219,195.30577087402344
